profile_id,station_id,station_name,datetime_utc,year,month,cycle,n_levels_total,n_levels_to_500,p_surface_hpa,t_surface_c,p_top_hpa,t_top_c,delta_t_top_surface_c,inversion_detected,inversion_top_pressure_hpa,inversion_top_height_m,inversion_top_temp_c,inversion_delta_t_c,profile_status,source_file
31004_20171129_0000_00,31004,Aldan,2017-11-29T00:00:00,2017,11,00,53.0,9.0,940.0,-33.69999999999999,500.0,-43.89999999999998,-10.199999999999989,True,925.0,652.8,-33.099999999999966,0.6000000000000227,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171129.bufr
31004_20171207_0000_00,31004,Aldan,2017-12-07T00:00:00,2017,12,00,58.0,11.0,1000.0,-56.49999999999997,500.0,-41.69999999999999,14.799999999999983,True,925.0,1437.9,-25.299999999999983,31.19999999999999,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171207.bufr
31004_20171206_0000_00,31004,Aldan,2017-12-06T00:00:00,2017,12,00,69.0,10.0,934.0,-32.099999999999966,500.0,-40.69999999999999,-8.600000000000023,True,802.0,2291.6,-28.299999999999983,3.799999999999983,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171206.bufr
31004_20171128_0000_00,31004,Aldan,2017-11-28T00:00:00,2017,11,00,71.0,11.0,1000.0,-53.49999999999997,500.0,-42.69999999999999,10.799999999999983,True,914.0,1154.9,-34.49999999999997,19.0,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171128.bufr
31004_20171204_0000_00,31004,Aldan,2017-12-04T00:00:00,2017,12,00,67.0,13.0,1000.0,-64.49999999999997,500.0,-42.099999999999966,22.400000000000006,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171204.bufr
31004_20171205_0000_00,31004,Aldan,2017-12-05T00:00:00,2017,12,00,63.0,10.0,928.0,-29.299999999999983,500.0,-44.099999999999966,-14.799999999999983,True,888.0,990.8,-28.299999999999983,1.0,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171205.bufr
31004_20171216_0000_00,31004,Aldan,2017-12-16T00:00:00,2017,12,00,46.0,11.0,938.0,-31.69999999999999,500.0,-40.89999999999998,-9.199999999999989,True,913.0,761.2,-26.099999999999966,5.600000000000023,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171216.bufr
31004_20171210_0000_00,31004,Aldan,2017-12-10T00:00:00,2017,12,00,65.0,14.0,1000.0,-67.89999999999998,500.0,-49.89999999999998,18.0,True,934.0,1132.1,-36.099999999999966,31.80000000000001,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171210.bufr
31004_20171209_0000_00,31004,Aldan,2017-12-09T00:00:00,2017,12,00,82.0,14.0,1000.0,-61.49999999999997,500.0,-48.69999999999999,12.799999999999983,True,936.0,800.0,-32.89999999999998,28.599999999999994,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171209.bufr
31004_20171211_0000_00,31004,Aldan,2017-12-11T00:00:00,2017,12,00,63.0,11.0,954.0,-36.89999999999998,500.0,-47.49999999999997,-10.599999999999994,True,941.0,510.1,-34.29999999999998,2.5999999999999943,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171211.bufr
31004_20171208_0000_00,31004,Aldan,2017-12-08T00:00:00,2017,12,00,45.0,9.0,922.0,-16.899999999999977,500.0,-42.69999999999999,-25.80000000000001,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171208.bufr
31004_20171212_0000_00,31004,Aldan,2017-12-12T00:00:00,2017,12,00,61.0,11.0,950.0,-38.69999999999999,500.0,-44.89999999999998,-6.199999999999989,True,850.0,1350.0,-22.49999999999997,16.200000000000017,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171212.bufr
31004_20171213_0000_00,31004,Aldan,2017-12-13T00:00:00,2017,12,00,66.0,12.0,946.0,-36.89999999999998,500.0,-39.099999999999966,-2.1999999999999886,True,896.0,916.8,-19.49999999999997,17.400000000000006,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171213.bufr
31004_20171217_0000_00,31004,Aldan,2017-12-17T00:00:00,2017,12,00,68.0,13.0,1000.0,-71.89999999999998,500.0,-41.29999999999998,30.599999999999994,True,900.0,1359.1,-26.299999999999983,45.599999999999994,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171217.bufr
31004_20171214_0000_00,31004,Aldan,2017-12-14T00:00:00,2017,12,00,61.0,11.0,942.0,-30.49999999999997,500.0,-38.69999999999999,-8.200000000000017,True,880.0,1065.4,-15.899999999999977,14.599999999999994,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171214.bufr
31004_20171215_0000_00,31004,Aldan,2017-12-15T00:00:00,2017,12,00,67.0,11.0,1000.0,-73.49999999999997,500.0,-39.49999999999997,34.0,True,922.0,679.8,-24.49999999999997,49.0,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171215.bufr
31004_20171221_0000_00,31004,Aldan,2017-12-21T00:00:00,2017,12,00,49.0,7.0,918.0,-13.899999999999977,500.0,-38.49999999999997,-24.599999999999994,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171221.bufr
31004_20171218_0000_00,31004,Aldan,2017-12-18T00:00:00,2017,12,00,45.0,12.0,937.0,-31.49999999999997,500.0,-40.69999999999999,-9.200000000000017,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171218.bufr
31004_20171223_0000_00,31004,Aldan,2017-12-23T00:00:00,2017,12,00,64.0,9.0,932.0,-23.299999999999983,500.0,-47.29999999999998,-24.0,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171223.bufr
31004_20171225_0000_00,31004,Aldan,2017-12-25T00:00:00,2017,12,00,53.0,10.0,940.0,-35.49999999999997,500.0,-46.69999999999999,-11.200000000000017,True,914.0,752.2,-34.49999999999997,1.0,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171225.bufr
31004_20171220_0000_00,31004,Aldan,2017-12-20T00:00:00,2017,12,00,54.0,9.0,918.0,-16.099999999999966,500.0,-39.69999999999999,-23.600000000000023,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171220.bufr
31004_20171219_0000_00,31004,Aldan,2017-12-19T00:00:00,2017,12,00,54.0,12.0,931.0,-25.299999999999983,500.0,-40.69999999999999,-15.400000000000006,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171219.bufr
31004_20171222_0000_00,31004,Aldan,2017-12-22T00:00:00,2017,12,00,69.0,10.0,1000.0,-81.09999999999997,500.0,-41.099999999999966,40.0,True,926.0,1429.1,-19.099999999999966,62.0,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171222.bufr
31004_20171226_0000_00,31004,Aldan,2017-12-26T00:00:00,2017,12,00,60.0,9.0,944.0,-36.89999999999998,500.0,-44.89999999999998,-8.0,True,919.0,706.9,-31.49999999999997,5.400000000000006,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171226.bufr
31004_20171224_0000_00,31004,Aldan,2017-12-24T00:00:00,2017,12,00,49.0,9.0,935.0,-34.69999999999999,500.0,-45.89999999999998,-11.199999999999989,True,912.0,770.3,-30.49999999999997,4.200000000000017,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171224.bufr
31004_20171227_0000_00,31004,Aldan,2017-12-27T00:00:00,2017,12,00,45.0,11.0,941.0,-37.099999999999966,500.0,-37.49999999999997,-0.4000000000000057,True,882.0,1046.7,-22.899999999999977,14.199999999999989,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171227.bufr
31004_20171228_0000_00,31004,Aldan,2017-12-28T00:00:00,2017,12,00,43.0,10.0,939.0,-35.29999999999998,500.0,-35.099999999999966,0.20000000000001705,True,850.0,1350.0,-18.899999999999977,16.400000000000006,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171228.bufr
31004_20170101_1200_12,31004,Aldan,2017-01-01T12:00:00,2017,1,12,73.0,14.0,1000.0,-52.89999999999998,500.0,-40.89999999999998,12.0,True,925.0,1211.6,-17.099999999999966,35.80000000000001,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170101.bufr
31004_20170103_1200_12,31004,Aldan,2017-01-03T12:00:00,2017,1,12,67.0,12.0,1000.0,-42.89999999999998,500.0,-41.49999999999997,1.4000000000000057,True,926.0,1429.1,-15.899999999999977,27.0,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170103.bufr
31004_20170102_1200_12,31004,Aldan,2017-01-02T12:00:00,2017,1,12,58.0,10.0,926.0,-18.69999999999999,500.0,-40.49999999999997,-21.799999999999983,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170102.bufr
31004_20170105_1200_12,31004,Aldan,2017-01-05T12:00:00,2017,1,12,53.0,11.0,936.0,-24.099999999999966,500.0,-35.69999999999999,-11.600000000000023,True,906.0,825.0,-17.49999999999997,6.599999999999994,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170105.bufr
31004_20170104_1200_12,31004,Aldan,2017-01-04T12:00:00,2017,1,12,63.0,9.0,926.0,-10.699999999999989,500.0,-38.49999999999997,-27.799999999999983,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170104.bufr
31004_20171229_0000_00,31004,Aldan,2017-12-29T00:00:00,2017,12,00,52.0,10.0,949.0,-31.899999999999977,500.0,-34.29999999999998,-2.4000000000000057,True,859.0,1263.8,-10.899999999999977,21.0,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171229.bufr
31004_20171230_0000_00,31004,Aldan,2017-12-30T00:00:00,2017,12,00,63.0,10.0,945.0,-26.899999999999977,500.0,-32.29999999999998,-5.400000000000006,True,915.0,743.1,-9.899999999999977,17.0,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171230.bufr
31004_20171231_0000_00,31004,Aldan,2017-12-31T00:00:00,2017,12,00,61.0,13.0,1000.0,-62.099999999999966,500.0,-31.69999999999999,30.399999999999977,True,919.0,1187.9,-11.099999999999966,51.0,good,gdex_data\raw\2017\gdas.adpupa.t00z.20171231.bufr
31004_20170106_1200_12,31004,Aldan,2017-01-06T12:00:00,2017,1,12,57.0,10.0,934.0,-17.69999999999999,500.0,-40.89999999999998,-23.19999999999999,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170106.bufr
31004_20170113_1200_12,31004,Aldan,2017-01-13T12:00:00,2017,1,12,63.0,17.0,1000.0,-51.49999999999997,500.0,-35.099999999999966,16.400000000000006,True,950.0,430.6,-25.899999999999977,25.599999999999994,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170113.bufr
31004_20170107_1200_12,31004,Aldan,2017-01-07T12:00:00,2017,1,12,32.0,9.0,929.0,-12.899999999999977,500.0,-45.099999999999966,-32.19999999999999,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170107.bufr
31004_20170108_1200_12,31004,Aldan,2017-01-08T12:00:00,2017,1,12,62.0,10.0,940.0,-33.29999999999998,500.0,-47.29999999999998,-14.0,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170108.bufr
31004_20170114_1200_12,31004,Aldan,2017-01-14T12:00:00,2017,1,12,66.0,12.0,954.0,-30.899999999999977,500.0,-35.69999999999999,-4.800000000000011,True,830.0,1544.3,-14.899999999999977,16.0,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170114.bufr
31004_20170110_1200_12,31004,Aldan,2017-01-10T12:00:00,2017,1,12,67.0,13.0,932.0,-31.899999999999977,500.0,-39.099999999999966,-7.199999999999989,True,901.0,870.8,-30.69999999999999,1.1999999999999886,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170110.bufr
31004_20170111_1200_12,31004,Aldan,2017-01-11T12:00:00,2017,1,12,63.0,13.0,945.0,-34.69999999999999,500.0,-42.49999999999997,-7.799999999999983,True,860.0,1254.3,-26.49999999999997,8.200000000000017,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170111.bufr
31004_20170109_1200_12,31004,Aldan,2017-01-09T12:00:00,2017,1,12,72.0,10.0,929.0,-31.69999999999999,500.0,-45.69999999999999,-14.0,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170109.bufr
31004_20170115_1200_12,31004,Aldan,2017-01-15T12:00:00,2017,1,12,63.0,14.0,949.0,-25.49999999999997,500.0,-34.89999999999998,-9.400000000000006,True,881.0,1056.0,-11.299999999999955,14.200000000000017,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170115.bufr
31004_20170112_1200_12,31004,Aldan,2017-01-12T12:00:00,2017,1,12,70.0,12.0,946.0,-28.899999999999977,500.0,-35.69999999999999,-6.800000000000011,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170112.bufr
31004_20170116_1200_12,31004,Aldan,2017-01-16T12:00:00,2017,1,12,65.0,12.0,946.0,-28.69999999999999,500.0,-38.89999999999998,-10.199999999999989,True,860.0,1495.9,-17.099999999999966,11.600000000000023,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170116.bufr
31004_20170117_1200_12,31004,Aldan,2017-01-17T12:00:00,2017,1,12,60.0,12.0,947.0,-26.899999999999977,500.0,-39.89999999999998,-13.0,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170117.bufr
31004_20170118_1200_12,31004,Aldan,2017-01-18T12:00:00,2017,1,12,52.0,12.0,947.0,-26.099999999999966,500.0,-39.49999999999997,-13.400000000000006,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170118.bufr
31004_20170119_1200_12,31004,Aldan,2017-01-19T12:00:00,2017,1,12,60.0,12.0,940.0,-30.49999999999997,500.0,-39.69999999999999,-9.200000000000017,True,919.0,706.9,-25.899999999999977,4.599999999999994,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170119.bufr
31004_20170122_1200_12,31004,Aldan,2017-01-22T12:00:00,2017,1,12,45.0,10.0,943.0,-22.899999999999977,500.0,-38.69999999999999,-15.800000000000011,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170122.bufr
31004_20170121_1200_12,31004,Aldan,2017-01-21T12:00:00,2017,1,12,50.0,11.0,945.0,-28.49999999999997,500.0,-40.89999999999998,-12.400000000000006,True,905.0,834.1,-25.49999999999997,3.0,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170121.bufr
31004_20170123_1200_12,31004,Aldan,2017-01-23T12:00:00,2017,1,12,49.0,8.0,936.0,-14.299999999999955,500.0,-37.69999999999999,-23.400000000000034,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170123.bufr
31004_20170120_1200_12,31004,Aldan,2017-01-20T12:00:00,2017,1,12,45.0,10.0,943.0,-28.099999999999966,500.0,-41.49999999999997,-13.400000000000006,True,807.0,1772.5,-23.899999999999977,4.199999999999989,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170120.bufr
31004_20170124_1200_12,31004,Aldan,2017-01-24T12:00:00,2017,1,12,51.0,11.0,934.0,-11.099999999999966,500.0,-35.89999999999998,-24.80000000000001,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170124.bufr
31004_20170125_1200_12,31004,Aldan,2017-01-25T12:00:00,2017,1,12,62.0,8.0,931.0,-11.5,500.0,-40.29999999999998,-28.799999999999983,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170125.bufr
31004_20170126_1200_12,31004,Aldan,2017-01-26T12:00:00,2017,1,12,69.0,11.0,933.0,-17.899999999999977,500.0,-45.49999999999997,-27.599999999999994,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170126.bufr
31004_20170128_1200_12,31004,Aldan,2017-01-28T12:00:00,2017,1,12,56.0,11.0,1000.0,-44.099999999999966,500.0,-38.29999999999998,5.799999999999983,True,941.0,510.1,-18.899999999999977,25.19999999999999,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170128.bufr
31004_20170129_1200_12,31004,Aldan,2017-01-29T12:00:00,2017,1,12,52.0,10.0,937.0,-18.69999999999999,500.0,-38.49999999999997,-19.799999999999983,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170129.bufr
31004_20170205_1200_12,31004,Aldan,2017-02-05T12:00:00,2017,2,12,52.0,8.0,947.0,-27.49999999999997,500.0,-38.89999999999998,-11.400000000000006,True,855.0,1302.0,-21.299999999999983,6.199999999999989,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170205.bufr
31004_20170201_1200_12,31004,Aldan,2017-02-01T12:00:00,2017,2,12,17.0,7.0,926.0,-13.899999999999977,604.0,-27.099999999999966,-13.199999999999989,False,,,,,no_500,gdex_data\raw\2017\gdas.adpupa.t12z.20170201.bufr
31004_20170203_1200_12,31004,Aldan,2017-02-03T12:00:00,2017,2,12,50.0,13.0,934.0,-15.299999999999955,500.0,-35.099999999999966,-19.80000000000001,True,927.0,634.9,-13.699999999999989,1.599999999999966,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170203.bufr
31004_20170127_1200_12,31004,Aldan,2017-01-27T12:00:00,2017,1,12,60.0,8.0,935.0,-26.299999999999983,500.0,-46.099999999999966,-19.799999999999983,True,911.0,1487.8,-20.899999999999977,5.400000000000006,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170127.bufr
31004_20170202_1200_12,31004,Aldan,2017-02-02T12:00:00,2017,2,12,55.0,12.0,930.0,-10.299999999999955,500.0,-31.49999999999997,-21.200000000000017,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170202.bufr
31004_20170130_1200_12,31004,Aldan,2017-01-30T12:00:00,2017,1,12,72.0,8.0,922.0,-16.69999999999999,500.0,-41.69999999999999,-25.0,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170130.bufr
31004_20170131_1200_12,31004,Aldan,2017-01-31T12:00:00,2017,1,12,49.0,10.0,927.0,-22.69999999999999,500.0,-42.099999999999966,-19.399999999999977,True,925.0,652.8,-22.49999999999997,0.20000000000001705,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170131.bufr
31004_20170204_1200_12,31004,Aldan,2017-02-04T12:00:00,2017,2,12,59.0,15.0,943.0,-28.69999999999999,500.0,-37.29999999999998,-8.599999999999994,True,911.0,779.4,-21.899999999999977,6.800000000000011,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170204.bufr
31004_20170206_1200_12,31004,Aldan,2017-02-06T12:00:00,2017,2,12,68.0,11.0,950.0,-23.69999999999999,500.0,-37.69999999999999,-14.0,True,920.0,697.9,-18.69999999999999,5.0,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170206.bufr
31004_20170207_1200_12,31004,Aldan,2017-02-07T12:00:00,2017,2,12,63.0,12.0,1000.0,-48.099999999999966,500.0,-41.29999999999998,6.799999999999983,True,953.0,404.3,-20.899999999999977,27.19999999999999,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170207.bufr
31004_20170212_1200_12,31004,Aldan,2017-02-12T12:00:00,2017,2,12,65.0,12.0,943.0,-23.099999999999966,500.0,-30.099999999999966,-7.0,True,862.0,1936.2,-14.5,8.599999999999966,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170212.bufr
31004_20170211_1200_12,31004,Aldan,2017-02-11T12:00:00,2017,2,12,57.0,12.0,946.0,-27.299999999999983,500.0,-30.899999999999977,-3.5999999999999943,True,880.0,1065.4,-13.899999999999977,13.400000000000006,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170211.bufr
31004_20170210_1200_12,31004,Aldan,2017-02-10T12:00:00,2017,2,12,65.0,14.0,1000.0,-50.89999999999998,500.0,-34.49999999999997,16.400000000000006,True,927.0,634.9,-20.899999999999977,30.0,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170210.bufr
31004_20170209_1200_12,31004,Aldan,2017-02-09T12:00:00,2017,2,12,58.0,16.0,1000.0,-50.49999999999997,500.0,-36.49999999999997,14.0,True,948.0,853.8,-22.099999999999966,28.400000000000006,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170209.bufr
31004_20170208_1200_12,31004,Aldan,2017-02-08T12:00:00,2017,2,12,54.0,11.0,950.0,-21.899999999999977,500.0,-34.29999999999998,-12.400000000000006,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170208.bufr
31004_20170213_1200_12,31004,Aldan,2017-02-13T12:00:00,2017,2,12,61.0,10.0,947.0,-22.299999999999983,500.0,-38.49999999999997,-16.19999999999999,True,928.0,625.9,-17.49999999999997,4.800000000000011,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170213.bufr
31004_20170214_1200_12,31004,Aldan,2017-02-14T12:00:00,2017,2,12,56.0,10.0,1000.0,-52.89999999999998,500.0,-40.29999999999998,12.599999999999994,True,940.0,518.9,-18.49999999999997,34.400000000000006,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170214.bufr
31004_20170215_1200_12,31004,Aldan,2017-02-15T12:00:00,2017,2,12,61.0,9.0,936.0,-28.099999999999966,500.0,-46.49999999999997,-18.400000000000006,True,915.0,743.1,-21.899999999999977,6.199999999999989,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170215.bufr
31004_20170218_1200_12,31004,Aldan,2017-02-18T12:00:00,2017,2,12,63.0,8.0,929.0,-26.899999999999977,500.0,-42.099999999999966,-15.199999999999989,True,902.0,861.6,-21.899999999999977,5.0,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170218.bufr
31004_20170219_1200_12,31004,Aldan,2017-02-19T12:00:00,2017,2,12,56.0,8.0,931.0,-21.099999999999966,500.0,-42.29999999999998,-21.200000000000017,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170219.bufr
31004_20170225_1200_12,31004,Aldan,2017-02-25T12:00:00,2017,2,12,37.0,7.0,927.0,-15.299999999999955,500.0,-35.29999999999998,-20.00000000000003,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170225.bufr
31004_20170221_1200_12,31004,Aldan,2017-02-21T12:00:00,2017,2,12,50.0,9.0,933.0,-21.69999999999999,500.0,-42.29999999999998,-20.599999999999994,True,918.0,715.9,-18.299999999999983,3.4000000000000057,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170221.bufr
31004_20170224_1200_12,31004,Aldan,2017-02-24T12:00:00,2017,2,12,67.0,13.0,930.0,-21.099999999999966,500.0,-37.89999999999998,-16.80000000000001,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170224.bufr
31004_20170222_1200_12,31004,Aldan,2017-02-22T12:00:00,2017,2,12,46.0,7.0,930.0,-16.69999999999999,500.0,-40.29999999999998,-23.599999999999994,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170222.bufr
31004_20170223_1200_12,31004,Aldan,2017-02-23T12:00:00,2017,2,12,60.0,8.0,926.0,-21.299999999999983,500.0,-44.69999999999999,-23.400000000000006,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170223.bufr
31004_20170217_1200_12,31004,Aldan,2017-02-17T12:00:00,2017,2,12,62.0,9.0,938.0,-30.099999999999966,500.0,-46.49999999999997,-16.400000000000006,True,925.0,652.8,-27.299999999999983,2.799999999999983,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170217.bufr
31004_20170216_1200_12,31004,Aldan,2017-02-16T12:00:00,2017,2,12,64.0,8.0,940.0,-26.49999999999997,500.0,-47.89999999999998,-21.400000000000006,True,928.0,625.9,-24.899999999999977,1.5999999999999943,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170216.bufr
31004_20170220_1200_12,31004,Aldan,2017-02-20T12:00:00,2017,2,12,62.0,11.0,1000.0,-42.69999999999999,500.0,-39.29999999999998,3.4000000000000057,True,931.0,1234.9,-14.299999999999955,28.400000000000034,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170220.bufr
31004_20170226_1200_12,31004,Aldan,2017-02-26T12:00:00,2017,2,12,52.0,8.0,926.0,-8.699999999999989,500.0,-38.89999999999998,-30.19999999999999,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170226.bufr
31004_20170227_1200_12,31004,Aldan,2017-02-27T12:00:00,2017,2,12,67.0,11.0,1000.0,-52.89999999999998,500.0,-44.69999999999999,8.199999999999989,True,935.0,1046.0,-18.899999999999977,34.0,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170227.bufr
31004_20170228_1200_12,31004,Aldan,2017-02-28T12:00:00,2017,2,12,76.0,10.0,942.0,-30.69999999999999,500.0,-45.099999999999966,-14.399999999999977,True,921.0,933.6,-27.49999999999997,3.200000000000017,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170228.bufr
31004_20170301_1200_12,31004,Aldan,2017-03-01T12:00:00,2017,3,12,59.0,10.0,935.0,-31.49999999999997,500.0,-45.49999999999997,-14.0,True,921.0,688.8,-28.49999999999997,3.0,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170301.bufr
31004_20170302_1200_12,31004,Aldan,2017-03-02T12:00:00,2017,3,12,65.0,10.0,935.0,-27.899999999999977,500.0,-45.29999999999998,-17.400000000000006,True,920.0,697.9,-26.49999999999997,1.4000000000000057,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170302.bufr
31004_20170303_1200_12,31004,Aldan,2017-03-03T12:00:00,2017,3,12,59.0,9.0,940.0,-28.299999999999983,500.0,-46.29999999999998,-18.0,True,910.0,788.5,-24.899999999999977,3.4000000000000057,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170303.bufr
31004_20170304_1200_12,31004,Aldan,2017-03-04T12:00:00,2017,3,12,59.0,7.0,944.0,-20.49999999999997,500.0,-35.49999999999997,-15.0,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170304.bufr
31004_20170306_1200_12,31004,Aldan,2017-03-06T12:00:00,2017,3,12,81.0,13.0,946.0,-16.899999999999977,500.0,-31.69999999999999,-14.800000000000011,True,925.0,652.8,-14.099999999999966,2.8000000000000114,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170306.bufr
31004_20170305_1200_12,31004,Aldan,2017-03-05T12:00:00,2017,3,12,67.0,17.0,1000.0,-53.89999999999998,500.0,-31.099999999999966,22.80000000000001,True,923.0,1381.0,-17.099999999999966,36.80000000000001,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170305.bufr
31004_20170307_1200_12,31004,Aldan,2017-03-07T12:00:00,2017,3,12,55.0,12.0,934.0,-9.699999999999989,500.0,-32.099999999999966,-22.399999999999977,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170307.bufr
31004_20170308_1200_12,31004,Aldan,2017-03-08T12:00:00,2017,3,12,52.0,8.0,926.0,-7.099999999999966,500.0,-31.299999999999983,-24.200000000000017,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170308.bufr
31004_20170310_1200_12,31004,Aldan,2017-03-10T12:00:00,2017,3,12,57.0,10.0,932.0,-12.5,500.0,-40.29999999999998,-27.799999999999983,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170310.bufr
31004_20170312_1200_12,31004,Aldan,2017-03-12T12:00:00,2017,3,12,60.0,11.0,1000.0,-43.89999999999998,500.0,-36.49999999999997,7.400000000000006,True,925.0,977.6,-10.5,33.39999999999998,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170312.bufr
31004_20170309_1200_12,31004,Aldan,2017-03-09T12:00:00,2017,3,12,64.0,8.0,923.0,-4.5,500.0,-29.69999999999999,-25.19999999999999,False,,,,,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170309.bufr
31004_20170311_1200_12,31004,Aldan,2017-03-11T12:00:00,2017,3,12,57.0,9.0,939.0,-15.5,500.0,-38.49999999999997,-22.99999999999997,True,921.0,688.8,-13.299999999999955,2.2000000000000455,good,gdex_data\raw\2017\gdas.adpupa.t12z.20170311.bufr
